Species CopyNumber PercentMatches FullLength ConsensusLength fr_A_cons fr_T_cons fr_G_cons fr_C_cons fr_A_repeat fr_T_repeat fr_G_repeat fr_C_repeat RepeatsNumber
Lophophorus_sclateri 4.5 85 51 11 2 9 0 0 8 42 1 1 4
Lophophorus_sclateri 2.1 85 51 25 5 19 0 1 8 42 1 1 4
Lophostoma_silvicolum 11.7 98 139 12 4 2 2 4 45 24 24 45 2
Lophostoma_silvicolum 2 93 30 16 7 3 1 5 14 5 2 10 2
Loris_tardigradus 17.3 100 241 14 5 2 2 5 87 35 34 86 1
Loxodonta_africana 3.4 85 122 34 11 5 6 12 40 18 22 43 4
Loxodonta_africana 4.8 81 123 28 9 4 5 10 40 18 22 44 4
Loxodonta_africana 43.5 100 260 6 2 1 1 2 87 43 44 87 4
Loxodonta_africana 18.5 81 122 6 2 1 1 2 40 18 22 43 4
Luciogobius_pallidus 2.3 86 38 17 6 7 2 2 14 17 2 6 1
Luciosoma_bleekeri 2 97 77 38 12 10 3 13 26 20 6 26 1
Lutjanus_argentimaculatus 2.9 85 48 17 8 7 0 2 20 22 1 6 1
Lutjanus_guttatus 2.4 87 39 17 6 7 1 3 15 17 1 7 1
Lutjanus_peru 1.9 94 35 19 10 6 2 1 19 11 4 2 1
Lutjanus_sebae 2.4 88 40 17 6 6 2 3 16 16 2 7 1
Lutra_lutra 10.3 95 225 22 7 2 3 10 72 24 34 95 1
Lycengraulis_grossidens 3.3 72 61 18 7 9 1 1 24 29 5 4 3
Lycengraulis_grossidens 3.2 64 65 23 7 12 3 1 23 31 7 5 3
Lycengraulis_grossidens 2.1 92 79 38 14 16 4 4 30 35 8 7 3
Lycodes_toyamensis 2.4 87 39 17 6 6 2 3 14 17 4 5 1
Lycothrissa_crocodilus 8.9 100 337 38 15 18 3 2 134 159 27 18 1
Lynx_canadensis 2.9 82 42 15 6 2 0 7 18 6 0 19 4
Lynx_canadensis 4.4 86 87 20 7 4 3 6 31 18 13 26 4
Lynx_canadensis 11.7 88 73 6 2 1 1 2 25 14 12 23 4
Lynx_canadensis 3.5 98 91 26 9 5 4 8 31 18 15 28 4
Lynx_pardinus 7.7 83 202 26 9 4 4 9 69 31 32 71 4
Lynx_pardinus 11.3 81 232 20 7 4 3 6 81 39 35 78 4
Lynx_pardinus 31.7 84 205 6 2 1 1 2 70 32 33 71 4
Lynx_pardinus 8.8 82 234 26 9 5 4 8 81 39 36 79 4
Macaca_leonina 4.1 99 676 167 53 47 13 54 214 191 51 221 1
Macroagelaius_imthurni 2.5 77 46 19 2 15 1 1 5 37 3 2 1
Macrochelys_temminckii 2.4 90 31 14 5 6 0 3 12 13 0 7 2
Macrochelys_temminckii 25 91 49 2 1 1 0 0 23 27 0 0 2
Macrochirichthys_macrochirus 3.1 81 51 16 6 6 2 2 21 20 5 6 2
Macrochirichthys_macrochirus 1.8 99 486 266 106 59 32 69 197 112 55 123 2
Macrognathus_aculeatus 1.9 93 29 16 6 7 1 2 12 14 1 3 1
Macropus_robustus 2.4 83 60 25 13 5 1 6 30 17 1 13 1
Macroscelides_proboscideus 40.5 92 323 8 3 1 1 3 114 40 48 122 1
Madoqua_kirkii 2.8 80 217 79 32 23 11 13 81 64 38 35 1
Malacochersus_tornieri 5 81 105 21 8 8 0 5 37 42 5 22 1
Mallotus_villosus 2 100 44 22 5 4 5 8 10 8 10 17 1
Mammuthus_primigenius 3.3 79 113 37 12 6 7 12 36 19 21 38 4
Mammuthus_primigenius 23.5 77 126 6 2 1 1 2 40 21 24 42 4
Mammuthus_primigenius 28.5 99 170 6 2 1 1 2 57 30 29 55 4
Mammuthus_primigenius 11.3 84 118 10 3 2 2 3 37 21 22 39 4
Manis_javanica 2.1 88 33 17 12 3 0 2 23 7 0 4 3
Manis_javanica 2.6 95 202 78 29 29 11 9 76 73 29 25 3
Manis_javanica 3.2 66 122 39 14 15 6 4 45 48 17 13 3
Manis_pentadactyla 2.6 87 37 15 6 1 0 8 16 3 1 18 4
Manis_pentadactyla 3.2 66 122 39 14 15 6 4 45 48 17 13 4
Manis_pentadactyla 2.6 95 202 78 29 29 11 9 76 73 29 25 4
Manis_pentadactyla 2.1 88 33 17 12 3 0 2 23 7 0 4 4
Manis_temminckii 2 100 29 15 5 7 0 3 10 14 0 6 3
Manis_temminckii 3.2 88 252 78 31 24 11 12 94 81 37 41 3
Manis_temminckii 2.2 86 40 20 9 3 0 8 18 9 0 14 3
Manis_tetradactyla 3.1 63 121 39 14 14 5 6 44 44 16 18 2
Manis_tetradactyla 3 92 238 79 28 29 11 11 86 85 34 34 2
Manis_tricuspis 3 93 239 79 29 29 11 10 85 87 34 34 1
Manouria_emys 3.1 87 34 11 6 5 0 0 18 15 0 2 1
Manouria_impressa 52.4 85 255 5 2 2 0 1 113 111 0 32 3
Manouria_impressa 1.9 85 42 23 11 5 1 6 21 10 2 10 3
Manouria_impressa 4 80 255 65 28 28 0 9 113 111 0 32 3
Mantella_madagascariensis 14.5 97 144 10 5 4 1 0 67 59 19 0 20
Mantella_madagascariensis 14.5 97 144 10 5 4 1 0 67 59 19 0 20
Mantella_madagascariensis 28.9 98 2080 72 31 26 8 7 881 743 253 204 20
Mantella_madagascariensis 28.9 98 2080 72 31 26 8 7 881 743 253 204 20
Mantella_madagascariensis 29.2 99 379 13 6 4 1 2 149 117 55 59 20
Mantella_madagascariensis 29.2 99 379 13 6 4 1 2 149 117 55 59 20
Mantella_madagascariensis 2.3 85 48 21 11 7 2 1 22 17 7 3 20
Mantella_madagascariensis 2.3 85 48 21 11 7 2 1 22 17 7 3 20
Mantella_madagascariensis 2.5 100 54 22 6 6 7 3 15 16 16 8 20
Mantella_madagascariensis 2.5 100 54 22 6 6 7 3 15 16 16 8 20
Mantella_madagascariensis 4.5 97 389 87 27 35 14 11 120 158 64 48 20
Mantella_madagascariensis 4.5 97 389 87 27 35 14 11 120 158 64 48 20
Mantella_madagascariensis 2.3 85 48 21 11 7 2 1 22 17 7 3 20
Mantella_madagascariensis 2.3 85 48 21 11 7 2 1 22 17 7 3 20
Mantella_madagascariensis 4.5 97 389 87 27 35 14 11 120 158 64 48 20
Mantella_madagascariensis 4.5 97 389 87 27 35 14 11 120 158 64 48 20
Mantella_madagascariensis 2.5 100 54 22 6 6 7 3 15 16 16 8 20
Mantella_madagascariensis 2.5 100 54 22 6 6 7 3 15 16 16 8 20
Mantella_madagascariensis 24.2 97 314 13 5 4 2 2 120 97 49 49 20
Mantella_madagascariensis 24.2 97 314 13 5 4 2 2 120 97 49 49 20
Martes_americana 5.3 100 41 8 3 1 1 3 16 5 5 16 5
Martes_americana 10 84 220 22 8 3 3 8 82 30 29 80 5
Martes_americana 6.2 92 210 33 12 4 5 12 77 29 29 76 5
Martes_americana 31.7 84 175 6 2 1 1 2 64 24 24 64 5
Martes_americana 20.7 88 216 10 4 1 1 4 81 29 27 80 5
Martes_flavigula 36.9 86 268 8 3 2 1 2 98 52 37 82 2
Martes_flavigula 26.2 85 164 6 2 1 1 2 59 28 24 54 2
Martes_foina 40.7 78 217 6 2 1 1 2 77 32 32 77 2
Martes_foina 6.2 81 65 10 5 1 0 4 28 7 5 26 2
Martes_martes 24.7 73 149 6 2 1 1 2 55 20 20 54 4
Martes_martes 13.9 79 192 14 5 2 2 5 71 25 26 70 4
Martes_martes 3.6 93 152 42 15 6 6 15 56 20 21 55 4
Martes_martes 24.5 75 191 8 3 1 1 3 71 25 25 70 4
Martes_melampus 6.7 77 89 14 7 1 0 6 43 10 2 35 4
Martes_melampus 7.1 81 90 12 6 1 0 5 44 11 2 34 4
Martes_melampus 15.2 78 90 6 3 1 0 2 44 11 2 34 4
Martes_melampus 2.3 100 89 40 19 5 1 15 43 10 2 35 4
Martes_zibellina 19.4 86 236 12 5 1 1 5 107 23 12 95 2
Martes_zibellina 9.7 89 236 24 11 2 1 10 107 23 12 95 2
Mauremys_annamensis 32.3 100 257 8 3 5 0 0 97 161 0 0 1
Mauremys_caspica 41.5 90 332 8 3 5 0 0 130 203 0 0 1
Mauremys_japonica 17.5 100 34 2 1 1 0 0 17 18 0 0 2
Mauremys_japonica 2.1 85 37 18 5 7 0 6 9 14 0 15 2
Mauremys_megalocephala 71.2 88 357 5 2 3 0 0 145 205 0 8 1
Mauremys_mutica 20.9 99 166 8 3 4 0 1 63 92 0 12 1
Mauremys_nigricans 35.3 95 359 10 5 5 0 0 165 177 0 18 1
Mauremys_reevesii 3.5 92 153 44 18 22 0 4 65 73 0 16 2
Mauremys_reevesii 23.1 90 158 7 3 3 0 1 67 75 0 17 2
Mauremys_rivulata 44.8 86 178 4 3 1 0 0 122 52 4 1 3
Mauremys_rivulata 14.4 85 336 24 14 10 0 0 184 147 5 1 3
Mauremys_rivulata 25.1 89 200 8 3 5 0 0 83 118 0 0 3
Mauremys_sinensis 6.6 87 34 5 1 3 0 1 8 21 0 6 1
Maylandia_zebra 2.3 80 42 18 8 7 0 3 18 19 0 6 1
Mazama_americana 2.1 92 154 75 33 24 6 12 66 52 14 23 1
Mazama_gouazoupira 2.9 89 41 15 6 3 0 6 18 9 0 15 1
Mazama_nemorivaga 1.9 87 49 26 10 10 3 3 18 21 5 6 2
Mazama_nemorivaga 2.6 87 37 15 7 3 0 5 18 8 0 12 2
Mazama_rufina 1.9 95 145 76 31 26 8 11 58 52 16 20 2
Mazama_rufina 3.1 64 121 43 17 15 4 7 47 44 14 17 2
Mecistops_cataphractus 2.8 90 30 11 4 7 0 0 11 20 0 0 12
Mecistops_cataphractus 3 86 64 20 19 1 0 0 57 7 0 1 12
Mecistops_cataphractus 7.9 81 66 9 8 1 0 0 58 8 0 1 12
Mecistops_cataphractus 4.9 84 53 11 10 1 0 0 48 5 0 1 12
Mecistops_cataphractus 2.8 90 30 11 4 7 0 0 11 20 0 0 12
Mecistops_cataphractus 2.8 90 30 11 4 7 0 0 11 20 0 0 12
Mecistops_cataphractus 2.8 90 30 11 4 7 0 0 11 20 0 0 12
Mecistops_cataphractus 3.1 83 67 21 19 2 0 0 58 9 0 1 12
Mecistops_cataphractus 2.8 90 30 11 4 7 0 0 11 20 0 0 12
Mecistops_cataphractus 49 83 48 1 1 0 0 0 45 3 0 1 12
Mecistops_cataphractus 6.5 99 393 61 24 24 7 6 159 156 43 36 12
Mecistops_cataphractus 2.8 90 30 11 4 7 0 0 11 20 0 0 12
Meda_fulgida 12.5 100 24 2 1 1 0 0 12 13 0 0 1
Megalops_atlanticus 7.3 97 283 39 16 16 4 3 114 115 31 24 1
Megalops_cyprinoides 11.7 100 455 39 15 16 5 3 176 188 57 35 1
Melanocetus_johnsonii 3.6 95 32 9 1 2 0 6 4 7 0 22 1
Melanocetus_murrayi 3.4 95 31 9 1 2 0 6 4 7 0 21 2
Melanocetus_murrayi 2 82 43 22 8 4 0 10 14 11 0 19 2
Melanotaenia_lacustris 1.9 88 32 17 3 8 1 5 6 15 2 10 1
Meleagris_gallopavo 2.2 82 48 22 6 16 0 0 9 39 0 1 5
Meleagris_gallopavo 2 90 38 19 3 16 0 0 6 33 0 0 5
Meleagris_gallopavo 3.6 86 37 10 1 9 0 0 4 34 0 0 5
Meleagris_gallopavo 3.6 83 40 12 1 11 0 0 5 36 0 0 5
Meleagris_gallopavo 3.5 92 38 11 1 10 0 0 4 35 0 0 5
Meles_anakuma 19.5 83 38 2 1 0 0 1 20 3 0 16 8
Meles_anakuma 2 83 44 22 13 2 0 7 25 5 1 14 8
Meles_anakuma 1.9 94 37 20 9 2 2 7 18 5 2 13 8
Meles_anakuma 1.9 84 38 20 8 6 3 3 16 11 8 4 8
Meles_anakuma 2.7 95 71 26 12 4 2 8 33 10 6 23 8
Meles_anakuma 5.2 97 51 10 5 1 0 4 26 6 0 20 8
Meles_anakuma 6.9 74 64 10 5 2 0 3 31 9 4 21 8
Meles_anakuma 7.6 77 66 8 4 1 0 3 32 9 4 22 8
Meles_meles 1.9 84 38 20 8 6 3 3 16 11 8 4 4
Meles_meles 23.4 81 170 8 4 1 0 3 86 23 0 62 4
Meles_meles 28 82 169 6 3 1 0 2 85 23 0 62 4
Meles_meles 4.8 95 175 36 18 5 0 13 88 24 0 64 4
Melogale_moschata 40.7 84 225 6 2 1 1 2 82 30 31 83 3
Melogale_moschata 8.1 88 225 29 10 4 5 10 82 30 31 83 3
Melogale_moschata 10.8 82 226 22 8 3 3 8 82 30 31 84 3
Menidia_menidia 2 93 29 15 2 6 2 5 3 13 4 10 1
Menura_novaehollandiae 13.6 99 814 60 22 24 4 10 298 325 56 136 1
Mephitis_mephitis 7.9 98 78 10 4 2 1 3 32 16 8 23 3
Mephitis_mephitis 19.9 97 158 8 3 2 1 2 59 38 21 41 3
Mephitis_mephitis 27.8 95 235 8 3 1 1 3 89 53 29 65 3
Meriones_meridianus 2.2 82 50 23 11 7 2 3 24 18 3 6 1
Meriones_unguiculatus 2.1 86 38 19 8 2 1 8 15 5 3 16 1
Merluccius_merluccius 20.8 100 165 8 1 2 1 4 21 42 20 83 3
Merluccius_merluccius 2.4 92 145 59 14 14 3 28 36 32 8 70 3
Merluccius_merluccius 2.8 87 169 60 16 13 3 28 39 44 8 79 3
Metachirus_nudicaudatus 2.3 94 59 26 11 10 1 4 26 23 2 9 1
Metzia_longinasus 3.2 73 55 18 7 8 2 1 22 25 5 4 1
Microcebus_murinus 22.9 84 281 12 3 3 3 3 64 67 66 65 1
Micronycteris_megalotis 5.6 98 88 16 5 2 2 7 26 11 13 39 1
Microphysogobio_alticorpus 4.1 75 68 16 6 7 2 1 26 28 9 6 1
Microphysogobio_brevirostris 3.5 77 60 17 6 7 2 2 24 26 6 5 1
Microphysogobio_longidorsalis 1.9 88 34 18 8 5 0 5 13 11 0 11 1
Microphysogobio_tafangensis 4 73 67 16 7 6 2 1 27 25 9 7 1
Microphysogobio_yaluensis 3.5 70 60 17 7 7 2 1 23 26 6 6 1
Microthrissa_congica 2.1 90 36 18 7 8 2 1 15 17 3 2 1
Microtus_levis 2.8 82 40 15 7 1 0 7 18 5 0 18 1
Mirounga_leonina 24.9 92 497 20 5 5 5 5 136 106 113 143 5
Mirounga_leonina 23.5 78 195 8 3 1 1 3 62 29 36 69 5
Mirounga_leonina 62.3 93 497 8 2 2 2 2 136 106 113 143 5
Mirounga_leonina 1.9 84 38 20 9 5 3 3 17 10 8 4 5
Mirounga_leonina 41.5 91 497 12 3 3 3 3 136 106 113 143 5
Misgurnus_anguillicaudatus 1.9 93 30 16 6 6 3 1 12 13 4 2 1
Misgurnus_anguillicaudatus_x_Paramisgurnus_dabryanus 1.9 93 30 16 6 6 3 1 12 13 4 2 1
Mitsukurina_owstoni 1.9 100 24 13 6 5 1 1 12 10 1 2 3
Mitsukurina_owstoni 6.2 93 1107 177 57 41 33 46 351 261 208 288 3
Mitsukurina_owstoni 2.1 92 95 46 16 18 1 11 30 41 2 23 3
Mobula_japanica 5.6 98 417 75 26 23 14 12 147 128 77 65 5
Mobula_japanica 15.7 90 921 59 36 21 2 0 563 330 29 0 5
Mobula_japanica 2.5 80 114 46 16 16 1 13 42 41 3 29 5
Mobula_japanica 31.4 92 921 29 18 10 1 0 563 330 29 0 5
Mobula_japanica 60.4 71 878 12 7 5 0 0 540 312 27 0 5
Mogera_robusta 27.4 100 218 8 3 2 1 2 82 55 27 55 1
Mogera_wogura 27.6 100 220 8 3 2 1 2 83 54 28 56 1
Mogurnda_adspersa 2.4 84 41 17 7 7 1 2 16 19 1 6 1
Monachus_schauinslandi 1.9 84 38 20 9 4 3 4 17 8 8 6 7
Monachus_schauinslandi 14.5 83 323 22 6 4 5 7 86 60 76 102 7
Monachus_schauinslandi 19.2 72 339 19 6 4 3 6 92 64 78 106 7
Monachus_schauinslandi 10 84 322 32 8 6 8 10 85 60 76 102 7
Monachus_schauinslandi 7 82 301 44 12 8 10 14 80 56 71 95 7
Monachus_schauinslandi 29.9 80 310 10 2 2 3 3 81 58 74 98 7
Monachus_schauinslandi 59.8 71 324 6 2 1 1 2 87 60 76 102 7
Monodactylus_argenteus 2.4 96 135 56 22 22 4 8 55 50 10 21 2
Monodactylus_argenteus 2.6 91 144 56 26 17 3 10 62 51 8 24 2
Monodelphis_domestica 17.3 92 364 22 13 9 0 0 204 161 0 0 5
Monodelphis_domestica 28.7 74 369 13 8 5 0 0 206 164 0 0 5
Monodelphis_domestica 5 100 110 22 9 10 2 1 45 51 10 5 5
Monodelphis_domestica 33.6 73 351 10 6 4 0 0 196 156 0 0 5
Monodelphis_domestica 8.7 97 363 42 23 19 0 0 203 161 0 0 5
Monognathus_jesperseni 2.4 88 194 81 36 30 7 8 83 75 17 20 1
Monotaxis_grandoculis 2.1 100 24 12 1 2 2 7 2 5 4 14 1
Moringua_edwardsi 3.5 70 68 19 10 7 1 1 32 27 4 6 4
Moringua_edwardsi 5.5 100 60 11 3 8 0 0 17 44 0 0 4
Moringua_edwardsi 2.7 83 102 39 18 14 4 3 45 38 10 10 4
Moringua_edwardsi 18.4 82 96 5 1 4 0 0 29 67 1 0 4
Moringua_microchir 1.9 94 75 39 18 16 3 2 34 31 6 5 4
Moringua_microchir 2.3 88 89 39 19 14 2 4 42 34 6 8 4
Moringua_microchir 3.4 76 64 19 9 8 1 1 29 27 4 5 4
Moringua_microchir 3.3 72 67 21 10 9 1 1 30 29 5 4 4
Morone_americana 8.5 100 1033 121 37 36 13 35 318 310 111 295 1
Morone_saxatilis 3.6 99 434 121 39 40 14 28 139 143 50 103 1
Moschus_anhuiensis 2.8 71 55 20 8 9 2 1 23 24 6 3 2
Moschus_anhuiensis 1.9 88 33 18 7 4 5 2 14 9 7 4 2
Moschus_moschiferus 2.2 86 41 19 8 4 0 7 16 11 1 14 1
Moxostoma_congestum 24.5 100 48 2 1 1 0 0 24 25 0 0 1
Moxostoma_poecilurum 25.5 100 50 2 1 1 0 0 26 25 0 0 1
Mugil_cephalus 2.1 90 36 18 3 2 1 12 6 5 2 24 2
Mugil_cephalus 3.9 96 34 9 2 3 2 2 8 11 7 9 2
Mungotictis_decemlineata 35.8 98 285 8 3 1 1 3 100 36 38 107 2
Mungotictis_decemlineata 3.2 99 254 79 26 26 12 15 83 84 40 48 2
Muntiacus_crinifrons 3 86 43 15 7 2 0 6 19 6 1 18 1
Muntiacus_reevesi 2.3 89 32 15 6 2 1 6 14 5 1 13 1
Muntiacus_reevesi_micrurus 2.3 89 32 15 6 2 1 6 14 5 1 13 1
Muntiacus_vuquangensis 2.1 94 31 15 7 3 0 5 14 7 0 11 1
Muraenesox_bagio 5.6 99 659 118 48 42 12 16 267 229 69 95 1
Murina_leucogaster 54.7 99 327 6 2 1 1 2 109 52 55 112 1
Murina_ussuriensis 133 99 798 6 2 1 1 2 266 133 133 267 1
Mustela_altaica 24.9 100 248 10 4 2 1 3 100 49 25 75 1
Mustela_erminea 11.7 86 120 10 3 1 2 4 41 14 23 43 1
Mustela_eversmannii 17.1 98 171 10 3 1 2 4 52 17 35 68 1
Mustela_frenata 15.3 94 243 16 6 3 2 5 92 45 30 77 3
Mustela_frenata 30.5 92 243 8 3 1 1 3 92 45 30 77 3
Mustela_frenata 10.2 94 243 24 9 4 3 8 92 45 30 77 3
Mustela_kathiah 10 98 99 10 3 2 2 3 30 19 20 31 3
Mustela_kathiah 20.5 85 210 10 3 0 2 5 69 22 37 83 3
Mustela_kathiah 4.8 85 102 21 8 1 3 9 37 4 15 47 3
Mustela_nigripes 22.5 100 224 10 3 1 2 4 68 22 45 90 3
Mustela_nigripes 26.6 95 252 8 3 1 1 3 79 26 47 101 3
Mustela_nigripes 2.9 80 42 14 6 2 1 5 17 5 5 16 3
Mustela_nivalis 21.2 94 211 10 3 1 2 4 65 37 41 69 1
Mustela_putorius 22 100 219 10 3 1 2 4 66 22 44 88 1
Mustela_sibirica 26 98 260 10 3 1 2 4 78 25 53 105 1
Mustelus_manazo 2.8 100 24 9 2 2 1 4 4 6 3 12 3
Mustelus_manazo 2.2 86 37 17 7 5 2 3 16 12 3 7 3
Mustelus_manazo 2.5 80 45 19 8 5 2 4 20 14 3 9 3
Myctophum_affine 3.8 95 187 50 19 19 3 9 72 71 10 35 2
Myctophum_affine 8.6 70 141 18 7 6 1 4 53 54 8 27 2
Myiopsitta_monachus 1.9 85 39 21 6 6 0 9 11 11 0 18 1
Mylopharyngodon_piceus 2.9 74 49 18 7 9 1 1 19 24 3 4 1
Myodes_regulus 3 81 70 23 10 9 2 2 29 27 6 9 2
Myodes_regulus 1.9 84 39 21 4 7 4 6 7 15 7 11 2
Myodes_rufocanus 1.9 96 264 139 54 55 10 20 103 110 18 34 4
Myodes_rufocanus 1.9 84 39 21 4 6 4 7 7 13 7 13 4
Myodes_rufocanus 2.2 89 51 24 11 7 2 4 23 17 5 7 4
Myodes_rufocanus 2.9 79 68 24 10 8 3 3 28 25 7 9 4
Myospalax_aspalax 2 88 49 25 12 10 0 3 22 22 0 6 2
Myospalax_aspalax 2 96 335 169 57 44 36 32 110 91 73 62 2
Myotis_bombinus 6.5 99 526 81 38 29 4 10 250 184 25 68 3
Myotis_bombinus 1.9 100 24 13 7 4 0 2 13 8 0 4 3
Myotis_bombinus 42.5 100 254 6 2 1 1 2 85 42 43 85 3
Myotis_brandtii 60.8 100 364 6 2 1 1 2 122 61 60 122 2
Myotis_brandtii 9.3 98 758 81 33 30 5 13 307 286 49 116 2
Myotis_davidii 9.1 99 740 81 37 26 5 13 339 240 44 118 3
Myotis_davidii 68.8 97 416 6 2 1 1 2 139 68 70 138 3
Myotis_davidii 4.5 64 119 26 14 8 0 4 58 38 6 18 3
Myotis_formosus 53.8 98 322 6 2 1 1 2 108 50 54 111 3
Myotis_formosus 2.5 94 30 12 4 5 1 2 10 14 3 4 3
Myotis_formosus 5.3 99 420 80 33 31 6 10 175 164 30 52 3
Myotis_ikonnikovi 23.5 100 234 10 3 1 2 4 71 23 47 94 2
Myotis_ikonnikovi 6.6 99 534 81 35 30 4 12 233 193 27 82 2
Myotis_lucifugus 41.3 99 246 6 2 1 1 2 82 41 41 83 5
Myotis_lucifugus 6.2 96 507 82 33 30 6 13 203 186 40 79 5
Myotis_lucifugus 5.2 62 206 37 14 13 4 6 82 76 17 32 5
Myotis_lucifugus 3.2 62 124 37 14 12 4 7 49 44 11 21 5
Myotis_lucifugus 7.3 61 197 26 12 11 0 3 81 76 12 29 5
Myotis_macrodactylus 8.9 97 720 81 36 31 4 10 315 268 41 97 3
Myotis_macrodactylus 60.5 100 362 6 2 1 1 2 121 61 60 121 3
Myotis_macrodactylus 2.2 100 25 12 3 3 1 5 7 6 2 11 3
Myotis_muricola 4.7 95 388 82 34 31 6 11 160 144 33 52 4
Myotis_muricola 58.2 100 348 6 2 1 1 2 116 58 58 117 4
Myotis_muricola 5.3 92 432 82 35 31 5 11 175 155 38 65 4
Myotis_muricola 2.5 94 30 12 4 5 1 2 10 14 3 4 4
Myotis_myotis 5.2 65 207 36 17 12 2 5 96 75 13 24 4
Myotis_myotis 5.2 64 217 46 21 18 3 4 99 81 15 23 4
Myotis_myotis 5.8 97 472 82 38 30 5 9 217 169 33 54 4
Myotis_myotis 47 100 281 6 2 1 1 2 94 47 47 94 4
Myrmecophaga_tridactyla 2.8 90 33 12 5 2 1 4 14 6 3 11 3
Myrmecophaga_tridactyla 10.3 100 81 8 3 1 1 3 31 10 10 31 3
Myrmecophaga_tridactyla 2.3 82 59 26 11 11 2 2 23 25 5 7 3
Mystacina_tuberculata 25.5 97 254 10 2 2 3 3 50 56 77 72 3
Mystacina_tuberculata 3.6 82 64 17 6 7 2 2 22 26 9 8 3
Mystacina_tuberculata 2 85 68 35 13 12 5 5 24 27 11 7 3
Mystacoleucus_marginatus 21.5 100 42 2 1 1 0 0 21 22 0 0 1
Mystus_cavasius 1.9 100 26 14 6 4 0 4 12 7 0 8 1
Mystus_rhegma 2 93 28 15 7 1 0 7 14 2 0 13 1
Myxine_glutinosa 3 98 893 298 73 94 36 95 217 280 111 286 5
Myxine_glutinosa 5.7 94 113 20 4 15 0 1 23 84 0 7 5
Myxine_glutinosa 4.5 68 678 148 37 35 23 53 163 178 105 233 5
Myxine_glutinosa 2.1 98 927 450 109 124 64 153 223 256 130 319 5
Myxine_glutinosa 2.2 90 37 17 11 6 0 0 23 15 0 0 5
Myxus_capensis 2.3 95 34 16 10 1 1 4 22 2 2 9 1
Naemorhedus_caudatus 2.7 88 201 75 33 23 9 10 79 66 28 29 1
Naemorhedus_goral 2.7 88 202 75 33 23 9 10 78 63 28 34 1
Naemorhedus_griseus 1.9 81 143 76 32 21 10 13 56 45 19 24 1
Nandinia_binotata 9.9 77 314 34 11 5 6 12 99 41 54 105 3
Nandinia_binotata 54.2 81 322 6 2 1 1 2 102 43 54 108 3
Nandinia_binotata 3.9 94 298 77 25 26 12 14 102 100 42 55 3
Nanger_soemmerringii 1.9 95 47 25 10 6 5 4 19 13 10 6 1
Nannopterum_brasilianus 32.8 98 129 4 3 0 0 1 98 0 0 32 1
Nanorana_parkeri 8.9 100 97 11 2 5 1 3 18 44 9 27 5
Nanorana_parkeri 16.3 97 129 8 3 4 1 0 51 64 14 1 5
Nanorana_parkeri 12.8 100 101 8 1 2 3 2 13 26 38 25 5
Nanorana_parkeri 8.7 96 94 11 2 5 2 2 18 42 17 18 5
Nanorana_parkeri 4.6 99 567 124 44 52 8 20 200 237 38 93 5
Nanorana_pleskei 3.6 99 445 124 38 56 9 21 137 199 32 78 1
Nansenia_ardesiaca 2.9 75 54 19 7 8 2 2 21 24 6 4 1
Narcetes_erimelas 2.2 85 48 22 4 0 11 7 7 3 25 14 3
Narcetes_erimelas 11.4 73 127 11 1 1 5 4 15 12 61 40 3
Narcetes_erimelas 2.9 77 97 34 5 4 15 10 12 10 47 29 3
Narcine_entemedor 2.2 96 100 46 15 17 3 11 34 39 6 22 1
Nasua_nasua 5.8 74 102 18 6 0 3 9 34 5 17 47 6
Nasua_nasua 2.9 75 90 30 10 0 5 15 30 5 15 41 6
Nasua_nasua 5 70 110 22 7 0 4 11 36 6 19 50 6
Nasua_nasua 7.8 74 89 12 4 1 2 5 30 5 15 40 6
Nasua_nasua 15.8 69 90 6 2 0 1 3 30 5 15 41 6
Nasua_nasua 6.7 81 79 12 4 1 2 5 27 5 13 35 6
Nebrius_ferrugineus 2.3 86 103 47 18 19 1 9 39 44 3 18 2
Nebrius_ferrugineus 2.3 83 40 18 7 7 1 3 15 16 2 8 2
Nectogale_elegans 7.1 94 563 80 29 36 5 10 207 236 36 85 2
Nectogale_elegans 24.6 100 294 12 3 3 2 4 74 74 49 98 2
Necturus_beyeri 1.9 85 40 21 15 3 2 1 28 8 3 2 2
Necturus_beyeri 1.9 100 28 15 4 10 1 0 8 19 2 0 2
Nemichthys_scolopaceus 2 100 675 338 119 88 61 70 238 176 122 140 7
Nemichthys_scolopaceus 14 99 167 12 4 6 2 0 56 84 27 1 7
Nemichthys_scolopaceus 2.4 80 42 18 6 5 3 4 12 14 7 10 7
Nemichthys_scolopaceus 8.4 98 90 11 5 5 0 1 42 42 0 7 7
Nemichthys_scolopaceus 11.9 71 90 7 3 4 0 0 40 41 0 10 7
Nemichthys_scolopaceus 6.4 95 102 16 7 7 0 2 44 47 1 11 7
Nemichthys_scolopaceus 2.4 89 114 48 21 22 0 5 48 54 2 11 7
Nemipterus_bathybius 3.2 96 182 57 22 25 3 7 71 79 10 23 6
Nemipterus_bathybius 2 88 250 122 45 37 18 22 90 79 40 42 6
Nemipterus_bathybius 193.5 72 383 2 1 1 0 0 160 180 34 10 6
Nemipterus_bathybius 5.4 65 102 19 8 8 1 2 41 44 5 13 6
Nemipterus_bathybius 4.6 66 85 19 8 9 1 1 33 39 5 9 6
Nemipterus_bathybius 12.5 91 446 35 14 17 3 1 183 208 43 13 6
